Reg.,Data,Hora,kW,kvarIND,kvarCAP,SH,SR,FPot.,DCR,UFER
8850,2020-10-21,19:30:00,17,8,0,P,L,89 L,,
8853,2020-10-21,19:45:00,17,8,0,P,L,89 L,,
8856,2020-10-21,20:00:00,17,8,0,P,L,89 L,16,0
8859,2020-10-21,20:15:00,18,8,0,P,L,91 L,,
8862,2020-10-21,20:30:00,18,7,0,P,L,94 L,,
8865,2020-10-21,20:45:00,22,8,0,P,L,93 L,,
8868,2020-10-21,21:00:00,18,8,0,P,L,91 L,,
8871,2020-10-21,21:15:00,18,8,0,F,L,91 L,,
8874,2020-10-21,21:30:00,12,7,0,F,L,87 L,,
8877,2020-10-21,21:45:00,7,5,0,F,L,80 L,,
8880,2020-10-21,22:00:00,3,5,0,F,L,55 L,11,1
8883,2020-10-21,22:15:00,5,5,0,F,L,71 L,,
8886,2020-10-21,22:30:00,5,5,0,F,L,71 L,,
8889,2020-10-21,22:45:00,5,7,0,F,L,60 L,,
8892,2020-10-21,23:00:00,3,5,0,F,L,55 L,7,2
8895,2020-10-21,23:15:00,5,7,0,F,L,60 L,,
8898,2020-10-21,23:30:00,3,5,0,F,L,55 L,,
8901,2020-10-21,23:45:00,5,7,0,F,L,60 L,,
8904,2020-10-22,00:00:00,3,5,0,F,L,55 L,7,2
8907,2020-10-22,00:15:00,5,7,0,F,C,60 L,,
8910,2020-10-22,00:30:00,3,5,0,F,C,55 L,,
8913,2020-10-22,00:45:00,3,5,0,F,C,55 L,,
8916,2020-10-22,01:00:00,5,5,0,F,C,71 L,,
8919,2020-10-22,01:15:00,3,7,0,F,C,45 L,,
8922,2020-10-22,01:30:00,5,5,0,F,C,71 L,,
8925,2020-10-22,01:45:00,3,7,0,F,C,45 L,,
8928,2020-10-22,02:00:00,3,5,0,F,C,55 L,,
3,2020-10-22,02:15:00,5,7,0,F,C,60 L,,
6,2020-10-22,02:30:00,3,7,0,F,C,45 L,,
9,2020-10-22,02:45:00,5,5,0,F,C,71 L,,
12,2020-10-22,03:00:00,3,7,0,F,C,45 L,,
15,2020-10-22,03:15:00,5,7,0,F,C,60 L,,
18,2020-10-22,03:30:00,3,7,0,F,C,45 L,,
21,2020-10-22,03:45:00,3,5,0,F,C,55 L,,
24,2020-10-22,04:00:00,5,7,0,F,C,60 L,,
27,2020-10-22,04:15:00,3,7,0,F,C,45 L,,
30,2020-10-22,04:30:00,5,8,0,F,C,51 L,,
33,2020-10-22,04:45:00,3,7,0,F,C,45 L,,
36,2020-10-22,05:00:00,5,7,0,F,C,60 L,,
39,2020-10-22,05:15:00,3,7,0,F,C,45 L,,
42,2020-10-22,05:30:00,5,7,0,F,C,60 L,,
45,2020-10-22,05:45:00,3,5,0,F,C,55 L,,
48,2020-10-22,06:00:00,5,7,0,F,C,60 L,,
51,2020-10-22,06:15:00,3,8,0,F,L,37 L,,
54,2020-10-22,06:30:00,5,5,0,F,L,71 L,,
57,2020-10-22,06:45:00,3,7,0,F,L,45 L,,
60,2020-10-22,07:00:00,3,7,0,F,L,45 L,7,3
63,2020-10-22,07:15:00,5,5,0,F,L,71 L,,
66,2020-10-22,07:30:00,3,5,0,F,L,55 L,,
69,2020-10-22,07:45:00,5,7,0,F,L,60 L,,
72,2020-10-22,08:00:00,3,5,0,F,L,55 L,6,2
75,2020-10-22,08:15:00,5,5,0,F,L,71 L,,
78,2020-10-22,08:30:00,5,7,0,F,L,60 L,,
81,2020-10-22,08:45:00,8,7,0,F,L,78 L,,
84,2020-10-22,09:00:00,7,5,0,F,L,80 L,8,2
87,2020-10-22,09:15:00,7,7,0,F,L,71 L,,
90,2020-10-22,09:30:00,8,5,0,F,L,86 L,,
93,2020-10-22,09:45:00,8,5,0,F,L,86 L,,
96,2020-10-22,10:00:00,8,7,0,F,L,78 L,9,1
99,2020-10-22,10:15:00,8,7,0,F,L,78 L,,
102,2020-10-22,10:30:00,12,8,0,F,L,81 L,,
105,2020-10-22,10:45:00,13,7,0,F,L,89 L,,
108,2020-10-22,11:00:00,12,7,0,F,L,87 L,12,1
111,2020-10-22,11:15:00,13,5,0,F,L,94 L,,
114,2020-10-22,11:30:00,12,7,0,F,L,87 L,,
117,2020-10-22,11:45:00,12,5,0,F,L,92 L,,
120,2020-10-22,12:00:00,12,7,0,F,L,87 L,12,0
123,2020-10-22,12:15:00,10,8,0,F,L,77 L,,
126,2020-10-22,12:30:00,10,7,0,F,L,83 L,,
129,2020-10-22,12:45:00,7,8,0,F,L,62 L,,
132,2020-10-22,13:00:00,8,7,0,F,L,78 L,11,2
135,2020-10-22,13:15:00,7,5,0,F,L,80 L,,
138,2020-10-22,13:30:00,5,7,0,F,L,60 L,,
141,2020-10-22,13:45:00,7,7,0,F,L,71 L,,
144,2020-10-22,14:00:00,7,7,0,F,L,71 L,8,2
147,2020-10-22,14:15:00,8,7,0,F,L,78 L,,
150,2020-10-22,14:30:00,8,7,0,F,L,78 L,,
153,2020-10-22,14:45:00,12,8,0,F,L,81 L,,
156,2020-10-22,15:00:00,10,8,0,F,L,77 L,11,2
159,2020-10-22,15:15:00,10,7,0,F,L,83 L,,
162,2020-10-22,15:30:00,12,7,0,F,L,87 L,,
165,2020-10-22,15:45:00,12,8,0,F,L,81 L,,
168,2020-10-22,16:00:00,13,8,0,F,L,85 L,13,1
171,2020-10-22,16:15:00,10,7,0,F,L,83 L,,
174,2020-10-22,16:30:00,10,7,0,F,L,83 L,,
177,2020-10-22,16:45:00,8,7,0,F,L,78 L,,
180,2020-10-22,17:00:00,8,5,0,F,L,86 L,10,1
183,2020-10-22,17:15:00,7,7,0,F,L,71 L,,
186,2020-10-22,17:30:00,7,7,0,F,L,71 L,,
189,2020-10-22,17:45:00,5,5,0,F,L,71 L,,
192,2020-10-22,18:00:00,5,7,0,F,L,60 L,8,2
195,2020-10-22,18:15:00,5,5,0,P,L,71 L,,
198,2020-10-22,18:30:00,7,5,0,P,L,80 L,,
201,2020-10-22,18:45:00,7,5,0,P,L,80 L,,
204,2020-10-22,19:00:00,7,5,0,P,L,80 L,7,1
207,2020-10-22,19:15:00,8,5,0,P,L,86 L,,
210,2020-10-22,19:30:00,10,5,0,P,L,89 L,,
213,2020-10-22,19:45:00,12,7,0,P,L,87 L,,
216,2020-10-22,20:00:00,34,22,0,P,L,84 L,17,1
219,2020-10-22,20:15:00,30,24,0,P,L,79 L,,
222,2020-10-22,20:30:00,17,12,0,P,L,82 L,,
225,2020-10-22,20:45:00,29,18,0,P,L,84 L,,
228,2020-10-22,21:00:00,34,22,0,P,L,84 L,31,3
231,2020-10-22,21:15:00,20,12,0,F,L,86 L,,
234,2020-10-22,21:30:00,17,13,0,F,L,78 L,,
237,2020-10-22,21:45:00,24,15,0,F,L,84 L,,
240,2020-10-22,22:00:00,10,7,0,F,L,83 L,20,2
243,2020-10-22,22:15:00,8,5,0,F,L,86 L,,
246,2020-10-22,22:30:00,10,5,0,F,L,89 L,,
249,2020-10-22,22:45:00,8,5,0,F,L,86 L,,
252,2020-10-22,23:00:00,8,5,0,F,L,86 L,9,1
255,2020-10-22,23:15:00,5,5,0,F,L,71 L,,
258,2020-10-22,23:30:00,3,7,0,F,L,45 L,,
261,2020-10-22,23:45:00,5,7,0,F,L,60 L,,
264,2020-10-23,00:00:00,5,7,0,F,L,60 L,7,3
267,2020-10-23,00:15:00,3,5,0,F,C,55 L,,
270,2020-10-23,00:30:00,3,7,0,F,C,45 L,,
273,2020-10-23,00:45:00,3,7,0,F,C,45 L,,
276,2020-10-23,01:00:00,5,7,0,F,C,60 L,,
279,2020-10-23,01:15:00,3,7,0,F,C,45 L,,
282,2020-10-23,01:30:00,3,7,0,F,C,45 L,,
285,2020-10-23,01:45:00,5,5,0,F,C,71 L,,
288,2020-10-23,02:00:00,3,5,0,F,C,55 L,,
291,2020-10-23,02:15:00,3,7,0,F,C,45 L,,
294,2020-10-23,02:30:00,3,5,0,F,C,55 L,,
297,2020-10-23,02:45:00,5,7,0,F,C,60 L,,
300,2020-10-23,03:00:00,3,7,0,F,C,45 L,,
303,2020-10-23,03:15:00,3,7,0,F,C,45 L,,
306,2020-10-23,03:30:00,5,5,0,F,C,71 L,,
309,2020-10-23,03:45:00,3,7,0,F,C,45 L,,
312,2020-10-23,04:00:00,3,7,0,F,C,45 L,,
315,2020-10-23,04:15:00,3,7,0,F,C,45 L,,
318,2020-10-23,04:30:00,5,7,0,F,C,60 L,,
321,2020-10-23,04:45:00,3,7,0,F,C,45 L,,
324,2020-10-23,05:00:00,3,5,0,F,C,55 L,,
327,2020-10-23,05:15:00,5,8,0,F,C,51 L,,
330,2020-10-23,05:30:00,3,5,0,F,C,55 L,,
333,2020-10-23,05:45:00,3,7,0,F,C,45 L,,
336,2020-10-23,06:00:00,3,7,0,F,C,45 L,,
339,2020-10-23,06:15:00,3,7,0,F,L,45 L,,
342,2020-10-23,06:30:00,3,5,0,F,L,55 L,,
345,2020-10-23,06:45:00,5,7,0,F,L,60 L,,
348,2020-10-23,07:00:00,3,7,0,F,L,45 L,7,3
351,2020-10-23,07:15:00,3,5,0,F,L,55 L,,
354,2020-10-23,07:30:00,5,7,0,F,L,60 L,,
357,2020-10-23,07:45:00,3,5,0,F,L,55 L,,
360,2020-10-23,08:00:00,3,5,0,F,L,55 L,6,2
363,2020-10-23,08:15:00,3,5,0,F,L,55 L,,
366,2020-10-23,08:30:00,7,7,0,F,L,71 L,,
369,2020-10-23,08:45:00,8,7,0,F,L,78 L,,
372,2020-10-23,09:00:00,10,7,0,F,L,83 L,9,2
375,2020-10-23,09:15:00,8,7,0,F,L,78 L,,
378,2020-10-23,09:30:00,13,7,0,F,L,89 L,,
381,2020-10-23,09:45:00,13,8,0,F,L,85 L,,
384,2020-10-23,10:00:00,15,7,0,F,L,91 L,13,1
387,2020-10-23,10:15:00,10,7,0,F,L,83 L,,
390,2020-10-23,10:30:00,10,7,0,F,L,83 L,,
393,2020-10-23,10:45:00,12,7,0,F,L,87 L,,
396,2020-10-23,11:00:00,10,7,0,F,L,83 L,11,1
399,2020-10-23,11:15:00,10,5,0,F,L,89 L,,
402,2020-10-23,11:30:00,12,7,0,F,L,87 L,,
405,2020-10-23,11:45:00,10,7,0,F,L,83 L,,
408,2020-10-23,12:00:00,8,5,0,F,L,86 L,11,1
411,2020-10-23,12:15:00,10,7,0,F,L,83 L,,
414,2020-10-23,12:30:00,8,5,0,F,L,86 L,,
417,2020-10-23,12:45:00,10,7,0,F,L,83 L,,
420,2020-10-23,13:00:00,8,5,0,F,L,86 L,10,1
423,2020-10-23,13:15:00,8,7,0,F,L,78 L,,
426,2020-10-23,13:30:00,8,7,0,F,L,78 L,,
429,2020-10-23,13:45:00,10,5,0,F,L,89 L,,
432,2020-10-23,14:00:00,8,7,0,F,L,78 L,10,1
435,2020-10-23,14:15:00,7,7,0,F,L,71 L,,
438,2020-10-23,14:30:00,7,5,0,F,L,80 L,,
441,2020-10-23,14:45:00,8,7,0,F,L,78 L,,
444,2020-10-23,15:00:00,7,5,0,F,L,80 L,9,1
447,2020-10-23,15:15:00,8,5,0,F,L,86 L,,
450,2020-10-23,15:30:00,8,7,0,F,L,78 L,,
453,2020-10-23,15:45:00,8,7,0,F,L,78 L,,
456,2020-10-23,16:00:00,8,5,0,F,L,86 L,9,1
459,2020-10-23,16:15:00,8,7,0,F,L,78 L,,
462,2020-10-23,16:30:00,8,7,0,F,L,78 L,,
465,2020-10-23,16:45:00,8,5,0,F,L,86 L,,
468,2020-10-23,17:00:00,8,5,0,F,L,86 L,9,1
471,2020-10-23,17:15:00,7,5,0,F,L,80 L,,
474,2020-10-23,17:30:00,7,7,0,F,L,71 L,,
477,2020-10-23,17:45:00,7,5,0,F,L,80 L,,
480,2020-10-23,18:00:00,5,7,0,F,L,60 L,8,2
483,2020-10-23,18:15:00,7,5,0,P,L,80 L,,
486,2020-10-23,18:30:00,8,5,0,P,L,86 L,,
489,2020-10-23,18:45:00,10,3,0,P,L,95 L,,
492,2020-10-23,19:00:00,10,5,0,P,L,89 L,9,0
495,2020-10-23,19:15:00,13,7,0,P,L,89 L,,
498,2020-10-23,19:30:00,13,7,0,P,L,89 L,,
501,2020-10-23,19:45:00,18,7,0,P,L,94 L,,
504,2020-10-23,20:00:00,17,7,0,P,L,93 L,16,0
507,2020-10-23,20:15:00,15,7,0,P,L,91 L,,
510,2020-10-23,20:30:00,17,7,0,P,L,93 L,,
513,2020-10-23,20:45:00,15,7,0,P,L,91 L,,
516,2020-10-23,21:00:00,15,7,0,P,L,91 L,16,0
519,2020-10-23,21:15:00,17,7,0,F,L,93 L,,
522,2020-10-23,21:30:00,17,5,0,F,L,96 L,,
525,2020-10-23,21:45:00,15,7,0,F,L,91 L,,
528,2020-10-23,22:00:00,13,5,0,F,L,94 L,,
531,2020-10-23,22:15:00,13,5,0,F,L,94 L,,
534,2020-10-23,22:30:00,12,5,0,F,L,92 L,,
537,2020-10-23,22:45:00,8,5,0,F,L,86 L,,
540,2020-10-23,23:00:00,8,7,0,F,L,78 L,11,0
543,2020-10-23,23:15:00,7,5,0,F,L,80 L,,
546,2020-10-23,23:30:00,3,5,0,F,L,55 L,,
549,2020-10-23,23:45:00,5,5,0,F,L,71 L,,
552,2020-10-24,00:00:00,5,7,0,F,L,60 L,7,2
555,2020-10-24,00:15:00,3,5,0,F,C,55 L,,
558,2020-10-24,00:30:00,5,5,0,F,C,71 L,,
561,2020-10-24,00:45:00,3,7,0,F,C,45 L,,
564,2020-10-24,01:00:00,5,5,0,F,C,71 L,,
567,2020-10-24,01:15:00,5,7,0,F,C,60 L,,
570,2020-10-24,01:30:00,3,7,0,F,C,45 L,,
573,2020-10-24,01:45:00,5,5,0,F,C,71 L,,
576,2020-10-24,02:00:00,3,7,0,F,C,45 L,,
579,2020-10-24,02:15:00,5,7,0,F,C,60 L,,
582,2020-10-24,02:30:00,3,5,0,F,C,55 L,,
585,2020-10-24,02:45:00,5,7,0,F,C,60 L,,
588,2020-10-24,03:00:00,3,7,0,F,C,45 L,,
591,2020-10-24,03:15:00,3,7,0,F,C,45 L,,
594,2020-10-24,03:30:00,5,7,0,F,C,60 L,,
597,2020-10-24,03:45:00,3,5,0,F,C,55 L,,
600,2020-10-24,04:00:00,5,7,0,F,C,60 L,,
603,2020-10-24,04:15:00,3,7,0,F,C,45 L,,
606,2020-10-24,04:30:00,5,7,0,F,C,60 L,,
609,2020-10-24,04:45:00,3,5,0,F,C,55 L,,
612,2020-10-24,05:00:00,3,7,0,F,C,45 L,,
615,2020-10-24,05:15:00,5,5,0,F,C,71 L,,
618,2020-10-24,05:30:00,3,7,0,F,C,45 L,,
621,2020-10-24,05:45:00,3,7,0,F,C,45 L,,
624,2020-10-24,06:00:00,5,7,0,F,C,60 L,,
627,2020-10-24,06:15:00,3,7,0,F,L,45 L,,
630,2020-10-24,06:30:00,5,5,0,F,L,71 L,,
633,2020-10-24,06:45:00,5,7,0,F,L,60 L,,
636,2020-10-24,07:00:00,3,5,0,F,L,55 L,7,2
639,2020-10-24,07:15:00,3,5,0,F,L,55 L,,
642,2020-10-24,07:30:00,5,7,0,F,L,60 L,,
645,2020-10-24,07:45:00,5,5,0,F,L,71 L,,
648,2020-10-24,08:00:00,5,7,0,F,L,60 L,7,2
651,2020-10-24,08:15:00,5,7,0,F,L,60 L,,
654,2020-10-24,08:30:00,5,5,0,F,L,71 L,,
657,2020-10-24,08:45:00,5,5,0,F,L,71 L,,
660,2020-10-24,09:00:00,3,5,0,F,L,55 L,7,2
663,2020-10-24,09:15:00,5,5,0,F,L,71 L,,
666,2020-10-24,09:30:00,3,5,0,F,L,55 L,,
669,2020-10-24,09:45:00,7,7,0,F,L,71 L,,
672,2020-10-24,10:00:00,7,7,0,F,L,71 L,7,2
675,2020-10-24,10:15:00,7,7,0,F,L,71 L,,
678,2020-10-24,10:30:00,5,5,0,F,L,71 L,,
681,2020-10-24,10:45:00,3,5,0,F,L,55 L,,
684,2020-10-24,11:00:00,5,5,0,F,L,71 L,7,2
687,2020-10-24,11:15:00,5,5,0,F,L,71 L,,
690,2020-10-24,11:30:00,3,7,0,F,L,45 L,,
693,2020-10-24,11:45:00,5,5,0,F,L,71 L,,
696,2020-10-24,12:00:00,7,5,0,F,L,80 L,7,2
699,2020-10-24,12:15:00,3,5,0,F,L,55 L,,
702,2020-10-24,12:30:00,5,5,0,F,L,71 L,,
705,2020-10-24,12:45:00,3,5,0,F,L,55 L,,
708,2020-10-24,13:00:00,5,5,0,F,L,71 L,6,2
711,2020-10-24,13:15:00,3,5,0,F,L,55 L,,
714,2020-10-24,13:30:00,5,5,0,F,L,71 L,,
717,2020-10-24,13:45:00,5,5,0,F,L,71 L,,
720,2020-10-24,14:00:00,3,5,0,F,L,55 L,6,2
723,2020-10-24,14:15:00,5,5,0,F,L,71 L,,
726,2020-10-24,14:30:00,3,5,0,F,L,55 L,,
729,2020-10-24,14:45:00,5,5,0,F,L,71 L,,
732,2020-10-24,15:00:00,3,5,0,F,L,55 L,6,2
735,2020-10-24,15:15:00,5,7,0,F,L,60 L,,
738,2020-10-24,15:30:00,5,5,0,F,L,71 L,,
741,2020-10-24,15:45:00,5,7,0,F,L,60 L,,
744,2020-10-24,16:00:00,3,5,0,F,L,55 L,7,2
747,2020-10-24,16:15:00,5,5,0,F,L,71 L,,
750,2020-10-24,16:30:00,5,5,0,F,L,71 L,,
753,2020-10-24,16:45:00,3,7,0,F,L,45 L,,
756,2020-10-24,17:00:00,7,5,0,F,L,80 L,7,2
759,2020-10-24,17:15:00,8,7,0,F,L,78 L,,
762,2020-10-24,17:30:00,10,8,0,F,L,77 L,,
765,2020-10-24,17:45:00,12,7,0,F,L,87 L,,
768,2020-10-24,18:00:00,10,5,0,F,L,89 L,11,1
771,2020-10-24,18:15:00,12,5,0,F,L,92 L,,
774,2020-10-24,18:30:00,12,5,0,F,L,92 L,,
777,2020-10-24,18:45:00,12,7,0,F,L,87 L,,
780,2020-10-24,19:00:00,15,7,0,F,L,91 L,13,0
783,2020-10-24,19:15:00,15,7,0,F,L,91 L,,
786,2020-10-24,19:30:00,15,7,0,F,L,91 L,,
789,2020-10-24,19:45:00,17,7,0,F,L,93 L,,
792,2020-10-24,20:00:00,15,7,0,F,L,91 L,16,0
795,2020-10-24,20:15:00,17,8,0,F,L,89 L,,
798,2020-10-24,20:30:00,15,8,0,F,L,87 L,,
801,2020-10-24,20:45:00,17,8,0,F,L,89 L,,
804,2020-10-24,21:00:00,15,7,0,F,L,91 L,16,0
807,2020-10-24,21:15:00,13,7,0,F,L,89 L,,
810,2020-10-24,21:30:00,13,7,0,F,L,89 L,,
813,2020-10-24,21:45:00,13,7,0,F,L,89 L,,
816,2020-10-24,22:00:00,13,7,0,F,L,89 L,14,0
819,2020-10-24,22:15:00,13,7,0,F,L,89 L,,
822,2020-10-24,22:30:00,8,7,0,F,L,78 L,,
825,2020-10-24,22:45:00,5,5,0,F,L,71 L,,
828,2020-10-24,23:00:00,3,5,0,F,L,55 L,9,1
831,2020-10-24,23:15:00,5,7,0,F,L,60 L,,
834,2020-10-24,23:30:00,3,5,0,F,L,55 L,,
837,2020-10-24,23:45:00,5,5,0,F,L,71 L,,
840,2020-10-25,00:00:00,3,5,0,F,L,55 L,6,2
843,2020-10-25,00:15:00,3,5,0,F,C,55 L,,
846,2020-10-25,00:30:00,3,5,0,F,C,55 L,,
849,2020-10-25,00:45:00,3,7,0,F,C,45 L,,
852,2020-10-25,01:00:00,5,5,0,F,C,71 L,,
855,2020-10-25,01:15:00,3,7,0,F,C,45 L,,
858,2020-10-25,01:30:00,5,5,0,F,C,71 L,,
861,2020-10-25,01:45:00,3,5,0,F,C,55 L,,
864,2020-10-25,02:00:00,3,5,0,F,C,55 L,,
867,2020-10-25,02:15:00,3,5,0,F,C,55 L,,
870,2020-10-25,02:30:00,5,7,0,F,C,60 L,,
873,2020-10-25,02:45:00,3,5,0,F,C,55 L,,
876,2020-10-25,03:00:00,3,7,0,F,C,45 L,,
879,2020-10-25,03:15:00,5,5,0,F,C,71 L,,
882,2020-10-25,03:30:00,3,7,0,F,C,45 L,,
885,2020-10-25,03:45:00,3,7,0,F,C,45 L,,
888,2020-10-25,04:00:00,5,7,0,F,C,60 L,,
891,2020-10-25,04:15:00,3,7,0,F,C,45 L,,
894,2020-10-25,04:30:00,3,7,0,F,C,45 L,,
897,2020-10-25,04:45:00,5,7,0,F,C,60 L,,
900,2020-10-25,05:00:00,3,7,0,F,C,45 L,,
903,2020-10-25,05:15:00,3,7,0,F,C,45 L,,
906,2020-10-25,05:30:00,3,5,0,F,C,55 L,,
909,2020-10-25,05:45:00,5,7,0,F,C,60 L,,
912,2020-10-25,06:00:00,3,7,0,F,C,45 L,,
915,2020-10-25,06:15:00,5,7,0,F,L,60 L,,
918,2020-10-25,06:30:00,3,7,0,F,L,45 L,,
921,2020-10-25,06:45:00,3,5,0,F,L,55 L,,
924,2020-10-25,07:00:00,5,7,0,F,L,60 L,7,3
927,2020-10-25,07:15:00,3,5,0,F,L,55 L,,
930,2020-10-25,07:30:00,3,5,0,F,L,55 L,,
933,2020-10-25,07:45:00,7,5,0,F,L,80 L,,
936,2020-10-25,08:00:00,7,5,0,F,L,80 L,7,2
939,2020-10-25,08:15:00,8,5,0,F,L,86 L,,
942,2020-10-25,08:30:00,12,7,0,F,L,87 L,,
945,2020-10-25,08:45:00,12,7,0,F,L,87 L,,
948,2020-10-25,09:00:00,12,7,0,F,L,87 L,12,1
951,2020-10-25,09:15:00,13,7,0,F,L,89 L,,
954,2020-10-25,09:30:00,12,7,0,F,L,87 L,,
957,2020-10-25,09:45:00,15,7,0,F,L,91 L,,
960,2020-10-25,10:00:00,15,7,0,F,L,91 L,14,0
963,2020-10-25,10:15:00,15,7,0,F,L,91 L,,
966,2020-10-25,10:30:00,15,7,0,F,L,91 L,,
969,2020-10-25,10:45:00,13,5,0,F,L,94 L,,
972,2020-10-25,11:00:00,13,5,0,F,L,94 L,,
975,2020-10-25,11:15:00,13,7,0,F,L,89 L,,
978,2020-10-25,11:30:00,10,7,0,F,L,83 L,,
981,2020-10-25,11:45:00,10,7,0,F,L,83 L,,
984,2020-10-25,12:00:00,25,24,0,F,L,73 L,17,2
987,2020-10-25,12:15:00,42,35,0,F,L,77 L,,
990,2020-10-25,12:30:00,42,35,0,F,L,77 L,,
993,2020-10-25,12:45:00,42,37,0,F,L,75 L,,
996,2020-10-25,13:00:00,40,35,0,F,L,75 L,50,9
999,2020-10-25,13:15:00,44,37,0,F,L,76 L,,
1002,2020-10-25,13:30:00,40,37,0,F,L,74 L,,
1005,2020-10-25,13:45:00,8,8,0,F,L,71 L,,
1008,2020-10-25,14:00:00,5,7,0,F,L,60 L,30,6
1011,2020-10-25,14:15:00,3,5,0,F,L,55 L,,
1014,2020-10-25,14:30:00,5,5,0,F,L,71 L,,
1017,2020-10-25,14:45:00,3,5,0,F,L,55 L,,
1020,2020-10-25,15:00:00,3,5,0,F,L,55 L,6,2
1023,2020-10-25,15:15:00,3,5,0,F,L,55 L,,
1026,2020-10-25,15:30:00,5,5,0,F,L,71 L,,
1029,2020-10-25,15:45:00,3,7,0,F,L,45 L,,
1032,2020-10-25,16:00:00,3,5,0,F,L,55 L,6,2
1035,2020-10-25,16:15:00,5,7,0,F,L,60 L,,
1038,2020-10-25,16:30:00,5,5,0,F,L,71 L,,
1041,2020-10-25,16:45:00,5,7,0,F,L,60 L,,
1044,2020-10-25,17:00:00,7,7,0,F,L,71 L,8,2
1047,2020-10-25,17:15:00,12,7,0,F,L,87 L,,
1050,2020-10-25,17:30:00,15,7,0,F,L,91 L,,
1053,2020-10-25,17:45:00,18,7,0,F,L,94 L,,
1056,2020-10-25,18:00:00,20,8,0,F,L,92 L,16,0
1059,2020-10-25,18:15:00,42,25,0,F,L,86 L,,
1062,2020-10-25,18:30:00,55,35,0,F,L,84 L,,
1065,2020-10-25,18:45:00,57,37,0,F,L,84 L,,
1068,2020-10-25,19:00:00,55,35,0,F,L,84 L,57,5
1071,2020-10-25,19:15:00,54,35,0,F,L,84 L,,
1074,2020-10-25,19:30:00,54,37,0,F,L,82 L,,
1077,2020-10-25,19:45:00,50,35,0,F,L,82 L,,
1080,2020-10-25,20:00:00,50,35,0,F,L,82 L,58,6
1083,2020-10-25,20:15:00,17,7,0,F,L,93 L,,
1086,2020-10-25,20:30:00,8,5,0,F,L,86 L,,
1089,2020-10-25,20:45:00,5,5,0,F,L,71 L,,
1092,2020-10-25,21:00:00,5,5,0,F,L,71 L,10,1
1095,2020-10-25,21:15:00,7,5,0,F,L,80 L,,
1098,2020-10-25,21:30:00,5,7,0,F,L,60 L,,
1101,2020-10-25,21:45:00,5,5,0,F,L,71 L,,
1104,2020-10-25,22:00:00,3,5,0,F,L,55 L,7,2
1107,2020-10-25,22:15:00,5,5,0,F,L,71 L,,
1110,2020-10-25,22:30:00,2,5,0,F,L,32 L,,
1113,2020-10-25,22:45:00,3,5,0,F,L,55 L,,
1116,2020-10-25,23:00:00,3,5,0,F,L,55 L,6,2
1119,2020-10-25,23:15:00,5,5,0,F,L,71 L,,
1122,2020-10-25,23:30:00,3,5,0,F,L,55 L,,
1125,2020-10-25,23:45:00,3,5,0,F,L,55 L,,
1128,2020-10-26,00:00:00,3,5,0,F,L,55 L,6,2
1131,2020-10-26,00:15:00,3,5,0,F,C,55 L,,
1134,2020-10-26,00:30:00,3,5,0,F,C,55 L,,
1137,2020-10-26,00:45:00,3,5,0,F,C,55 L,,
1140,2020-10-26,01:00:00,3,5,0,F,C,55 L,,
1143,2020-10-26,01:15:00,3,7,0,F,C,45 L,,
1146,2020-10-26,01:30:00,3,5,0,F,C,55 L,,
1149,2020-10-26,01:45:00,2,7,0,F,C,24 L,,
1152,2020-10-26,02:00:00,3,5,0,F,C,55 L,,
1155,2020-10-26,02:15:00,3,5,0,F,C,55 L,,
1158,2020-10-26,02:30:00,3,3,0,F,C,71 L,,
1161,2020-10-26,02:45:00,3,5,0,F,C,55 L,,
1164,2020-10-26,03:00:00,3,5,0,F,C,55 L,,
1167,2020-10-26,03:15:00,3,5,0,F,C,55 L,,
1170,2020-10-26,03:30:00,2,5,0,F,C,32 L,,
1173,2020-10-26,03:45:00,3,5,0,F,C,55 L,,
1176,2020-10-26,04:00:00,3,3,0,F,C,71 L,,
1179,2020-10-26,04:15:00,3,5,0,F,C,55 L,,
1182,2020-10-26,04:30:00,3,5,0,F,C,55 L,,
1185,2020-10-26,04:45:00,3,3,0,F,C,71 L,,
1188,2020-10-26,05:00:00,3,5,0,F,C,55 L,,
1191,2020-10-26,05:15:00,3,5,0,F,C,55 L,,
1194,2020-10-26,05:30:00,3,5,0,F,C,55 L,,
1197,2020-10-26,05:45:00,3,7,0,F,C,45 L,,
1200,2020-10-26,06:00:00,3,5,0,F,C,55 L,,
1203,2020-10-26,06:15:00,2,5,0,F,L,32 L,,
1206,2020-10-26,06:30:00,5,5,0,F,L,71 L,,
1209,2020-10-26,06:45:00,3,5,0,F,L,55 L,,
1212,2020-10-26,07:00:00,3,5,0,F,L,55 L,6,2
1215,2020-10-26,07:15:00,2,5,0,F,L,32 L,,
1218,2020-10-26,07:30:00,3,5,0,F,L,55 L,,
1221,2020-10-26,07:45:00,5,5,0,F,L,71 L,,
1224,2020-10-26,08:00:00,3,7,0,F,L,45 L,6,3
1227,2020-10-26,08:15:00,5,5,0,F,L,71 L,,
1230,2020-10-26,08:30:00,5,5,0,F,L,71 L,,
1233,2020-10-26,08:45:00,7,5,0,F,L,80 L,,
1236,2020-10-26,09:00:00,5,7,0,F,L,60 L,7,2
1239,2020-10-26,09:15:00,7,5,0,F,L,80 L,,
1242,2020-10-26,09:30:00,5,7,0,F,L,60 L,,
